   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 001
  13,      172, 001
  14,      372, 001
  15,      383, 001
  16,      396, 001
  17,      447, 001
  18,      529, 001
  19,      638, 001
  20,      812, 001
  21,     1401, 001
  22,     2975, 001
  23,     5000, 001
  24,     3735, 001
  25,     1872, 001
  26,     1171, 001
  27,      764, 001
  28,      478, 001
  29,      467, 001
  30,      470, 001
  31,      498, 000
  32,      487, 000
  33,      535, 000
  34,      520, 000
  35,      527, 000
  36,      550, 000
  37,      603, 000
  38,      579, 000
  39,      569, 000
  40,      592, 000
  41,      648, 000
  42,      650, 002
  43,      672, 002
  44,      678, 002
  45,      693, 002
  46,      726, 002
  47,      765, 002
  48,      736, 002
  49,      705, 002
  50,      730, 002
  51,      707, 002
  52,      737, 002
  53,      704, 002
  54,      701, 002
  55,      674, 000
  56,      755, 000
  57,      712, 000
  58,      680, 000
  59,      683, 000
  60,      682, 000
  61,      634, 000
  62,      680, 000
  63,      710, 000
  64,      665, 000
  65,      694, 000
  66,      673, 000
  67,      693, 000
  68,      696, 000
  69,      662, 000
  70,      727, 000
  71,      688, 000
  72,      729, 000
  73,      669, 000
  74,      730, 000
  75,      699, 000
  76,      672, 000
  77,      727, 000
  78,      687, 000
  79,      653, 000
  80,      654, 000
  81,      697, 000
  82,      611, 000
  83,      650, 000
  84,      643, 000
  85,      665, 000
  86,      628, 000
  87,      649, 000
  88,      656, 000
  89,      693, 000
  90,      625, 000
  91,      619, 000
  92,      650, 000
  93,      618, 003
  94,      642, 003
  95,      660, 003
  96,      669, 003
  97,      676, 003
  98,      701, 003
  99,      785, 003
 100,      719, 003
 101,      814, 003
 102,      837, 003
 103,      847, 003
 104,      834, 003
 105,      909, 003
 106,      827, 003
 107,      861, 003
 108,      845, 003
 109,      855, 003
 110,      788, 003
 111,      843, 003
 112,      781, 003
 113,      792, 003
 114,      749, 003
 115,      740, 003
 116,      797, 003
 117,      773, 003
 118,      685, 003
 119,      669, 003
 120,      723, 003
 121,      681, 003
 122,      675, 003
 123,      631, 003
 124,      682, 003
 125,      699, 003
 126,      679, 003
 127,      650, 003
 128,      619, 003
 129,      624, 003
 130,      630, 003
 131,      606, 003
 132,      633, 003
 133,      567, 003
 134,      591, 003
 135,      586, 003
 136,      558, 000
 137,      550, 000
 138,      533, 000
 139,      498, 000
 140,      548, 000
 141,      512, 000
 142,      503, 000
 143,      493, 000
 144,      502, 000
 145,      471, 000
 146,      496, 000
 147,      500, 000
 148,      524, 000
 149,      464, 000
 150,      459, 000
 151,      444, 000
 152,      455, 000
 153,      433, 000
 154,      438, 000
 155,      420, 000
 156,      429, 000
 157,      434, 000
 158,      427, 000
 159,      414, 000
 160,      409, 000
 161,      415, 000
 162,      386, 000
 163,      405, 000
 164,      361, 000
 165,      385, 000
 166,      419, 000
 167,      407, 000
 168,      401, 000
 169,      384, 000
 170,      368, 000
 171,      343, 000
 172,      375, 000
 173,      366, 000
 174,      377, 000
 175,      379, 000
 176,      353, 000
 177,      380, 000
 178,      370, 000
 179,      354, 000
 180,      356, 000
 181,      378, 000
 182,      344, 000
 183,      338, 000
 184,      344, 000
 185,      318, 000
 186,      349, 000
 187,      333, 000
 188,      341, 000
 189,      319, 000
 190,      352, 000
 191,      358, 000
 192,      326, 000
 193,      352, 000
 194,      309, 000
 195,      314, 000
 196,      360, 000
 197,      353, 000
 198,      336, 000
 199,      347, 000
 200,      362, 000
 201,      342, 000
 202,      335, 000
 203,      326, 000
 204,      345, 000
 205,      343, 000
 206,      366, 000
 207,      325, 000
 208,      352, 000
 209,      345, 000
 210,      361, 000
 211,      346, 000
 212,      384, 000
 213,      343, 000
 214,      370, 000
 215,      380, 000
 216,      413, 000
 217,      344, 000
 218,      331, 000
 219,      351, 000
 220,      330, 000
 221,      370, 000
 222,      381, 000
 223,      365, 000
 224,      366, 000
 225,      389, 000
 226,      332, 000
 227,      341, 000
 228,      340, 000
 229,      333, 000
 230,      311, 000
 231,      348, 000
 232,      308, 000
 233,      301, 000
 234,      262, 000
 235,      233, 000
 236,      282, 000
 237,      242, 000
 238,      233, 000
 239,      198, 000
 240,      207, 000
 241,      187, 000
 242,      163, 000
 243,      163, 000
 244,      151, 000
 245,      134, 000
 246,      128, 000
 247,      139, 000
 248,      104, 000
 249,      105, 000
 250,      117, 000
 251,      115, 000
 252,      122, 000
 253,      100, 000
 254,       73, 000
 255,       95, 000
 256,       83, 000
 257,       66, 000
 258,       89, 000
 259,       79, 000
 260,       83, 000
 261,       73, 000
 262,       73, 000
 263,       74, 000
 264,       64, 000
 265,       64, 000
 266,       87, 000
 267,       54, 000
 268,       53, 000
 269,       56, 000
 270,       60, 000
 271,       47, 000
 272,       43, 000
 273,       46, 000
 274,       48, 000
 275,       50, 000
 276,       51, 000
 277,       36, 000
 278,       31, 000
 279,       36, 000
 280,       45, 000
 281,       45, 000
 282,       46, 000
 283,       52, 000
 284,       47, 000
 285,       41, 000
 286,       34, 000
 287,       32, 000
 288,       39, 000
 289,       50, 000
 290,       39, 000
 291,       38, 000
 292,       46, 000
 293,       38, 000
 294,       33, 000
 295,       44, 000
 296,       29, 000
 297,       38, 000
 298,       40, 000
 299,       34, 000
 300,       41, 000
 301,       44, 000
 302,       37, 000
 303,       46, 000
 304,       48, 000
 305,       61, 000
 306,       67, 004
 307,       65, 004
 308,       73, 004
 309,      101, 004
 310,      110, 004
 311,      135, 004
 312,      186, 004
 313,      237, 004
 314,      239, 004
 315,      307, 004
 316,      393, 004
 317,      475, 004
 318,      545, 004
 319,      626, 004
 320,      783, 004
 321,      869, 004
 322,     1043, 004
 323,     1130, 004
 324,     1266, 004
 325,     1425, 004
 326,     1543, 004
 327,     1748, 004
 328,     1762, 004
 329,     1878, 004
 330,     1980, 004
 331,     2017, 004
 332,     2003, 004
 333,     2108, 004
 334,     2009, 004
 335,     2000, 004
 336,     1906, 004
 337,     1888, 004
 338,     1670, 004
 339,     1587, 004
 340,     1461, 004
 341,     1306, 004
 342,     1088, 004
 343,      952, 004
 344,      793, 004
 345,      679, 004
 346,      536, 004
 347,      467, 004
 348,      392, 004
 349,      288, 004
 350,      229, 004
 351,      169, 004
 352,      155, 004
 353,       96, 004
 354,       60, 004
 355,       70, 004
 356,       46, 004
 357,       34, 004
 358,       15, 004
 359,       22, 004
 360,       11, 000
 361,       12, 000
 362,       12, 000
 363,        7, 000
 364,        9, 000
 365,       12, 000
 366,        3, 000
 367,       12, 000
 368,        5, 000
 369,       10, 000
 370,        9, 000
 371,        4, 000
 372,        7, 000
 373,        5, 000
 374,        5, 000
 375,        3, 000
 376,        9, 000
 377,        9, 000
 378,       10, 000
 379,        5, 000
 380,        2, 000
 381,       12, 000
 382,        7, 000
 383,        6, 000
 384,        7, 000
 385,        8, 000
 386,        6, 000
 387,        7, 000
 388,        6, 000
 389,        7, 000
 390,        8, 000
 391,        5, 000
 392,        3, 000
 393,        7, 000
 394,        7, 000
 395,        7, 000
 396,        7, 000
 397,        8, 000
 398,        4, 000
 399,        9, 000
 400,        6, 000
 401,        6, 000
 402,       10, 000
 403,        3, 000
 404,        6, 000
 405,        7, 000
 406,        8, 000
 407,        8, 000
 408,        9, 000
 409,        5, 000
 410,        5, 000
 411,        7, 000
 412,        3, 000
 413,        8, 000
 414,        8, 000
 415,        9, 000
 416,        6, 000
 417,        5, 000
 418,        3, 000
 419,        7, 000
 420,        4, 000
 421,        7, 000
 422,        5, 000
 423,        6, 000
 424,        8, 000
 425,        3, 000
 426,        5, 000
 427,        7, 000
 428,        6, 000
 429,        6, 000
 430,        6, 000
 431,        7, 000
 432,        6, 000
 433,       10, 000
 434,        9, 000
 435,        7, 000
 436,        3, 000
 437,        5, 000
 438,        6, 000
 439,        7, 000
 440,        7, 000
 441,        6, 000
 442,        5, 000
 443,        4, 000
 444,        2, 000
 445,        5, 000
 446,        6, 000
 447,        9, 000
 448,        7, 000
 449,        4, 000
 450,        8, 000
 451,        2, 000
 452,        3, 000
 453,       14, 000
 454,       12, 000
 455,        9, 000
 456,        4, 000
 457,       11, 000
 458,        5, 000
 459,        4, 000
 460,        5, 000
 461,        3, 000
 462,        8, 000
 463,        5, 000
 464,        3, 000
 465,        6, 000
 466,        8, 000
 467,        4, 000
 468,        5, 000
 469,        6, 000
 470,       10, 000
 471,        5, 000
