0	9	0
1	65	0
2	126	0
3	140	0
4	150	0
5	162	0
6	167	0
7	232	0
8	224	0
9	228	0
10	242	0
11	250	0
12	284	0
13	339	0
14	336	0
15	330	0
16	368	0
17	361	0
18	378	0
19	386	0
20	357	0
21	343	0
22	363	0
23	375	0
24	396	0
25	360	0
26	380	0
27	375	0
28	396	0
29	370	0
30	358	0
31	341	0
32	298	0
33	334	0
34	329	0
35	315	0
36	318	0
37	261	0
38	275	0
39	280	0
40	261	0
41	247	0
42	258	0
43	225	0
44	230	0
45	224	0
46	199	0
47	186	0
48	192	0
49	170	0
50	130	0
51	150	0
52	120	0
53	125	0
54	107	0
55	104	0
56	84	0
57	82	0
58	65	0
59	58	0
60	37	0
61	44	0
62	36	0
63	32	0
64	31	0
65	18	0
66	21	0
67	22	0
68	12	0
69	17	0
70	10	0
71	9	0
72	2	0
73	5	0
74	2	0
75	3	0
76	0	0
77	1	0
78	0	0
79	0	0
80	0	0
81	0	0
82	0	0
83	0	0
84	0	0
85	0	0
86	0	0
87	0	0
88	0	0
89	0	0
90	0	0
91	0	0
92	0	0
93	0	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
101	0	0
102	0	0
103	0	0
104	0	0
105	0	0
106	0	0
107	0	0
108	0	0
109	0	0
110	0	0
111	0	0
112	0	0
113	0	0
114	0	0
115	0	0
116	0	0
117	0	0
118	0	0
119	0	0
120	0	0
121	0	0
122	0	0
123	0	0
124	0	0
125	0	0
126	0	0
127	0	0
128	0	0
129	0	0
130	0	0
131	0	0
132	0	0
133	0	0
134	0	0
135	0	0
136	0	0
137	0	0
138	0	0
139	0	0
140	0	0
