0.065	1.31	0.001	0.001
0.1	1.465	0.001	0.001
0.135	1.675	0.001	0.001
0.17	1.925	0.001	0.001
0.205	2.22	0.001	0.001
0.24	2.585	0.001	0.001
0.275	3.075	0.001	0.001
0.275	3.64	0.001	0.001
0.31	4.265	0.001	0.001
0.345	5.06	0.001	0.001
0.38	5.06	0.001	0.001
0.415	5.975	0.001	0.001
0.45	6.88	0.001	0.001
0.48	7.875	0.001	0.001
0.515	8.83	0.001	0.001
0.55	9.485	0.001	0.001
0.585	9.665	0.001	0.001
0.62	9.49	0.001	0.001
0.655	8.915	0.001	0.001
0.69	8.08	0.001	0.001
0.725	7.14	0.001	0.001
0.76	6.19	0.001	0.001
0.795	5.18	0.001	0.001
0.825	4.335	0.001	0.001
0.86	3.615	0.001	0.001
0.895	3.03	0.001	0.001
0.93	2.565	0.001	0.001
0.965	2.195	0.001	0.001
1	1.895	0.001	0.001
1.035	1.65	0.001	0.001
1.07	1.45	0.001	0.001
1.105	1.28	0.001	0.001
1.14	1.135	0.001	0.001
1.17	1.01	0.001	0.001
1.205	0.905	0.001	0.001
1.24	0.82	0.001	0.001
1.275	0.75	0.001	0.001
1.31	0.685	0.001	0.001
1.345	0.635	0.001	0.001
1.38	0.58	0.001	0.001
1.415	0.535	0.001	0.001
1.45	0.5	0.001	0.001
1.48	0.465	0.001	0.001
1.515	0.435	0.001	0.001
1.55	0.41	0.001	0.001
1.585	0.385	0.001	0.001
1.62	0.365	0.001	0.001
1.655	0.345	0.001	0.001
1.69	0.33	0.001	0.001
1.725	0.315	0.001	0.001
1.76	0.305	0.001	0.001
1.79	0.29	0.001	0.001
1.825	0.28	0.001	0.001
1.86	0.27	0.001	0.001
1.895	0.265	0.001	0.001
1.93	0.255	0.001	0.001
1.965	0.245	0.001	0.001
2	0.24	0.001	0.001
2.03	0.235	0.001	0.001
2.065	0.23	0.001	0.001
2.065	0.225	0.001	0.001
2.1	0.22	0.001	0.001
2.135	0.22	0.001	0.001
2.17	0.22	0.001	0.001
2.205	0.215	0.001	0.001
2.24	0.215	0.001	0.001
2.275	0.215	0.001	0.001
2.31	0.215	0.001	0.001
2.34	0.215	0.001	0.001
2.375	0.215	0.001	0.001
2.41	0.215	0.001	0.001
2.445	0.215	0.001	0.001
2.48	0.22	0.001	0.001
2.515	0.22	0.001	0.001
2.55	0.225	0.001	0.001
2.585	0.225	0.001	0.001
2.62	0.23	0.001	0.001
2.65	0.235	0.001	0.001
2.685	0.245	0.001	0.001
2.72	0.255	0.001	0.001
2.755	0.26	0.001	0.001
2.79	0.27	0.001	0.001
2.825	0.28	0.001	0.001
2.86	0.31	0.001	0.001
2.895	0.305	0.001	0.001
2.925	0.315	0.001	0.001
2.96	0.33	0.001	0.001
2.995	0.345	0.001	0.001
3.03	0.365	0.001	0.001
3.065	0.38	0.001	0.001
3.1	0.4	0.001	0.001
3.135	0.42	0.001	0.001
3.17	0.445	0.001	0.001
3.2	0.475	0.001	0.001
3.235	0.51	0.001	0.001
3.27	0.55	0.001	0.001
3.305	0.595	0.001	0.001
3.34	0.65	0.001	0.001
3.375	0.715	0.001	0.001
3.41	0.77	0.001	0.001
3.445	0.84	0.001	0.001
3.475	0.925	0.001	0.001
3.51	1.035	0.001	0.001
3.545	1.16	0.001	0.001
3.58	1.32	0.001	0.001
3.615	1.515	0.001	0.001
3.65	1.76	0.001	0.001
3.685	2.085	0.001	0.001
3.72	2.505	0.001	0.001
3.75	3.07	0.001	0.001
3.785	3.81	0.001	0.001
3.82	4.645	0.001	0.001
3.855	5.6	0.001	0.001
3.89	6.62	0.001	0.001
3.89	7.65	0.001	0.001
3.925	8.535	0.001	0.001
3.96	8.995	0.001	0.001
3.99	8.995	0.001	0.001
4.025	8.88	0.001	0.001
4.06	8.215	0.001	0.001
4.095	7.205	0.001	0.001
4.13	6.1	0.001	0.001
4.165	5.06	0.001	0.001
4.2	4.235	0.001	0.001
4.235	3.54	0.001	0.001
4.27	2.95	0.001	0.001
4.3	2.475	0.001	0.001
4.335	2.1	0.001	0.001
4.37	1.78	0.001	0.001
4.405	1.52	0.001	0.001
4.44	1.325	0.001	0.001
4.475	1.175	0.001	0.001
4.505	0.995	0.001	0.001
4.54	0.9	0.001	0.001
4.575	0.795	0.001	0.001
4.61	0.8	0.001	0.001
4.645	0.995	0.001	0.001
4.68	0.54	0.001	0.001
4.715	0.535	0.001	0.001
4.75	0.485	0.001	0.001
4.785	0.455	0.001	0.001
4.815	0.425	0.001	0.001
4.85	0.41	0.001	0.001
4.885	0.395	0.001	0.001
4.92	0.39	0.001	0.001
4.955	0.385	0.001	0.001
4.99	0.37	0.001	0.001
5.025	0.355	0.001	0.001
5.055	0.345	0.001	0.001
5.09	0.33	0.001	0.001
5.125	0.32	0.001	0.001
5.16	0.31	0.001	0.001
5.195	0.29	0.001	0.001
5.23	0.28	0.001	0.001
5.265	0.27	0.001	0.001
5.3	0.265	0.001	0.001
5.335	0.26	0.001	0.001
5.37	0.25	0.001	0.001
5.4	0.25	0.001	0.001
5.435	0.24	0.001	0.001
5.47	0.235	0.001	0.001
5.505	0.23	0.001	0.001
