0.095	0.13	0.001	0.001
0.165	0.125	0.001	0.001
0.235	0.115	0.001	0.001
0.305	0.11	0.001	0.001
0.38	0.11	0.001	0.001
0.45	0.11	0.001	0.001
0.52	0.11	0.001	0.001
0.52	0.11	0.001	0.001
0.59	0.115	0.001	0.001
0.66	0.12	0.001	0.001
0.735	0.12	0.001	0.001
0.805	0.125	0.001	0.001
0.875	0.135	0.001	0.001
0.945	0.14	0.001	0.001
1.015	0.155	0.001	0.001
1.09	0.17	0.001	0.001
1.16	0.185	0.001	0.001
1.23	0.23	0.001	0.001
1.3	0.265	0.001	0.001
1.37	0.315	0.001	0.001
1.44	0.36	0.001	0.001
1.515	0.43	0.001	0.001
1.585	0.57	0.001	0.001
1.655	0.76	0.001	0.001
1.725	0.985	0.001	0.001
1.795	1.135	0.001	0.001
1.865	1.13	0.001	0.001
1.935	0.83	0.001	0.001
2.005	0.65	0.001	0.001
2.08	0.65	0.001	0.001
2.15	0.72	0.001	0.001
2.22	0.81	0.001	0.001
2.29	1.035	0.001	0.001
2.36	1.25	0.001	0.001
2.43	1.645	0.001	0.001
2.5	2.34	0.001	0.001
2.575	2.8	0.001	0.001
2.645	2.955	0.001	0.001
2.715	2.57	0.001	0.001
2.785	1.845	0.001	0.001
2.855	1.305	0.001	0.001
2.925	0.995	0.001	0.001
3	0.785	0.001	0.001
3.07	0.575	0.001	0.001
3.14	0.43	0.001	0.001
3.21	0.38	0.001	0.001
3.28	0.32	0.001	0.001
3.35	0.3	0.001	0.001
3.42	0.255	0.001	0.001
3.49	0.24	0.001	0.001
3.56	0.225	0.001	0.001
3.63	0.195	0.001	0.001
3.7	0.17	0.001	0.001
3.775	0.15	0.001	0.001
3.845	0.14	0.001	0.001
3.915	0.13	0.001	0.001
3.985	0.125	0.001	0.001
4.055	0.12	0.001	0.001
4.125	0.115	0.001	0.001
4.195	0.115	0.001	0.001
4.265	0.11	0.001	0.001
4.265	0.11	0.001	0.001
4.335	0.11	0.001	0.001
4.41	0.115	0.001	0.001
4.48	0.115	0.001	0.001
4.55	0.125	0.001	0.001
4.62	0.14	0.001	0.001
4.69	0.155	0.001	0.001
4.76	0.17	0.001	0.001
4.83	0.19	0.001	0.001
4.9	0.225	0.001	0.001
4.97	0.28	0.001	0.001
5.04	0.32	0.001	0.001
5.115	0.435	0.001	0.001
5.185	0.71	0.001	0.001
5.255	1.02	0.001	0.001
5.325	1.29	0.001	0.001
5.395	1.29	0.001	0.001
5.465	1.175	0.001	0.001
5.54	1.005	0.001	0.001
5.61	0.825	0.001	0.001
5.68	0.7	0.001	0.001
5.75	0.655	0.001	0.001
5.82	0.67	0.001	0.001
5.89	0.73	0.001	0.001
5.96	0.91	0.001	0.001
6.03	1.32	0.001	0.001
6.1	2.07	0.001	0.001
6.17	2.85	0.001	0.001
6.24	2.8	0.001	0.001
6.31	1.915	0.001	0.001
6.38	1.11	0.001	0.001
6.45	0.73	0.001	0.001
6.525	0.535	0.001	0.001
6.595	0.405	0.001	0.001
6.665	0.32	0.001	0.001
6.735	0.275	0.001	0.001
6.805	0.245	0.001	0.001
6.875	0.23	0.001	0.001
6.945	0.21	0.001	0.001
7.015	0.19	0.001	0.001
7.085	0.17	0.001	0.001
7.155	0.155	0.001	0.001
7.225	0.145	0.001	0.001
7.295	0.135	0.001	0.001
7.365	0.125	0.001	0.001
7.435	0.12	0.001	0.001
7.51	0.115	0.001	0.001
7.58	0.115	0.001	0.001
7.65	0.115	0.001	0.001
7.72	0.12	0.001	0.001
7.79	0.12	0.001	0.001
7.86	0.13	0.001	0.001
7.93	0.145	0.001	0.001
8	0.17	0.001	0.001
8	0.195	0.001	0.001
8.07	0.215	0.001	0.001
8.14	0.24	0.001	0.001
8.21	0.24	0.001	0.001
8.28	0.285	0.001	0.001
8.35	0.365	0.001	0.001
8.425	0.51	0.001	0.001
8.495	0.75	0.001	0.001
8.565	1.05	0.001	0.001
8.635	1.175	0.001	0.001
8.705	1.03	0.001	0.001
8.775	0.885	0.001	0.001
8.845	0.75	0.001	0.001
8.915	0.675	0.001	0.001
8.985	0.75	0.001	0.001
9.055	0.95	0.001	0.001
9.125	1.33	0.001	0.001
9.195	1.93	0.001	0.001
9.265	2.72	0.001	0.001
9.335	3.34	0.001	0.001
9.405	3.11	0.001	0.001
9.475	2.655	0.001	0.001
9.55	2.155	0.001	0.001
9.62	1.505	0.001	0.001
9.69	0.97	0.001	0.001
9.76	0.665	0.001	0.001
9.83	0.49	0.001	0.001
9.875	0.405	0.001	0.001
9.88	0.375	0.001	0.001
