0	0	1
1	0	1
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	62	0
14	164	0
15	162	0
16	153	0
17	146	0
18	160	0
19	163	0
20	186	0
21	226	0
22	265	0
23	322	0
24	377	0
25	409	0
26	420	0
27	489	0
28	476	0
29	522	0
30	573	0
31	492	0
32	552	0
33	530	0
34	527	0
35	533	0
36	471	0
37	529	0
38	546	0
39	495	0
40	480	0
41	478	0
42	502	0
43	467	0
44	434	0
45	451	0
46	450	0
47	408	0
48	401	0
49	356	0
50	368	0
51	364	0
52	374	0
53	299	0
54	305	0
55	288	0
56	317	0
57	293	0
58	287	0
59	271	0
60	248	0
61	272	0
62	247	0
63	262	0
64	237	0
65	233	0
66	250	0
67	230	0
68	223	0
69	222	0
70	211	0
71	213	0
72	176	0
73	201	0
74	207	0
75	211	0
76	174	0
77	174	0
78	169	0
79	174	0
80	141	0
81	176	0
82	140	0
83	130	0
84	129	0
85	131	0
86	115	0
87	114	0
88	127	0
89	100	0
90	96	0
91	88	0
92	88	0
93	111	0
94	85	0
95	98	0
96	94	0
97	87	0
98	97	0
99	92	0
100	90	0
101	92	0
102	88	0
103	90	0
104	80	0
105	75	0
106	81	0
107	70	0
108	72	0
109	62	0
110	69	0
111	60	0
112	50	0
113	47	0
114	51	0
115	66	0
116	51	0
117	53	0
118	56	0
119	38	0
120	42	0
121	52	0
122	51	0
123	44	0
124	57	0
125	52	0
126	54	0
127	35	0
128	48	0
129	43	0
130	40	0
131	47	0
132	38	0
133	29	0
134	32	0
135	44	0
136	36	0
137	34	0
138	37	0
139	39	0
140	31	0
141	37	0
142	37	0
143	31	0
144	25	0
145	39	0
146	37	0
147	29	0
148	43	0
149	38	0
150	36	0
151	26	0
152	22	0
153	33	0
154	25	0
155	31	0
156	27	0
157	30	0
158	35	0
159	31	0
160	38	0
161	30	0
162	23	0
163	24	0
164	27	0
165	30	0
166	27	0
167	17	0
168	33	0
169	32	0
170	30	0
171	33	0
172	43	0
173	43	0
174	28	0
175	30	0
176	36	0
177	32	0
178	27	0
179	20	0
180	24	0
181	32	0
182	25	0
183	33	0
184	28	0
185	32	0
186	20	0
187	21	0
188	18	0
189	16	0
190	18	0
191	22	0
192	17	0
193	25	0
194	15	0
195	15	0
196	15	0
197	17	0
198	14	0
199	10	0
200	23	0
201	18	0
202	27	0
203	14	0
204	13	0
205	11	0
206	18	0
207	20	0
208	14	0
209	9	0
210	10	0
211	19	0
212	18	0
213	15	0
214	20	0
215	11	0
216	20	0
217	25	0
218	13	0
219	11	0
220	18	0
221	12	0
222	11	0
223	8	0
224	13	0
225	15	0
226	18	0
227	13	0
228	18	0
229	14	0
230	13	0
231	9	0
232	10	0
233	17	0
234	10	0
235	9	0
236	12	0
237	14	0
238	15	0
239	12	0
240	17	0
241	9	0
242	9	0
243	15	0
244	15	0
245	10	0
246	12	0
247	15	0
248	7	0
249	10	0
250	14	0
251	13	0
252	10	0
253	10	0
254	14	0
255	14	0
256	12	0
257	18	0
258	8	0
259	11	0
260	9	0
261	10	0
262	13	0
263	14	0
264	10	0
265	9	0
266	8	0
267	15	0
268	13	0
269	14	0
270	17	0
271	12	0
272	14	0
273	15	0
274	14	0
275	16	0
276	11	0
277	17	0
278	15	0
279	7	0
280	9	0
281	11	0
282	14	0
283	12	0
284	10	0
285	8	0
286	8	0
287	10	0
288	6	0
289	14	0
290	10	0
291	7	0
292	15	0
293	14	0
294	11	0
295	2	0
296	9	0
297	7	0
298	11	0
299	13	0
300	16	0
301	8	0
302	11	0
303	11	0
304	18	0
305	10	0
306	17	0
307	7	0
308	10	0
309	7	0
310	8	0
311	9	0
312	12	0
313	6	0
314	9	0
315	10	0
316	7	0
317	10	0
318	11	0
319	11	0
320	6	0
321	13	0
322	9	0
323	8	0
324	8	0
325	9	0
326	15	0
327	12	0
328	8	0
329	4	0
330	13	0
331	12	0
332	9	0
333	9	0
334	4	0
335	3	0
336	6	0
337	14	0
338	8	0
339	11	0
340	9	0
341	5	0
342	10	0
343	9	0
344	4	0
345	7	0
346	4	0
347	6	0
348	4	0
349	3	0
350	4	0
351	3	0
352	9	0
353	10	0
354	4	0
355	11	0
356	6	0
357	10	0
358	7	0
359	7	0
360	4	0
361	5	0
362	6	0
363	5	0
364	6	0
365	4	0
366	6	0
367	2	0
368	7	0
369	3	0
370	3	0
371	5	0
372	7	0
373	6	0
374	11	0
375	0	0
376	9	0
377	4	0
378	2	0
379	9	0
380	8	0
381	5	0
382	15	0
383	6	0
384	14	0
385	7	0
386	8	0
387	14	0
388	11	0
389	9	0
390	8	0
391	10	0
392	4	0
393	7	0
394	8	0
395	10	0
396	8	0
397	15	0
398	17	0
399	12	0
400	15	0
401	16	0
402	13	0
403	10	0
404	15	0
405	8	0
406	21	0
407	13	0
408	15	0
409	9	0
410	13	0
411	12	0
412	12	0
413	8	0
414	10	0
415	11	0
416	5	0
417	6	0
418	2	0
