2.9	100.3
3.0	101.3
3.1	97.0
3.2	86.0
3.3	85.8
3.4	79.8
3.5	77.0
3.6	71.8
3.7	73.5
3.8	73.8
3.9	74.3
4.0	62.8
4.1	71.0
4.2	64.0
4.3	70.8
4.4	72.8
4.5	71.8
4.6	75.0
4.7	67.5
4.8	74.0
4.9	84.0
5.0	89.3
5.1	93.8
5.2	97.8
5.3	91.0
5.4	100.0
5.5	110.0
5.6	108.3
5.7	105.8
5.8	116.3
5.9	107.8
6.0	111.8
6.1	119.8
6.2	120.3
6.3	130.3
6.4	118.0
6.5	121.8
6.6	126.8
6.7	131.3
6.8	136.0
6.9	137.8
7.0	149.3
7.1	134.0
7.2	143.8
7.3	145.0
7.4	149.0
7.5	135.8
7.6	144.5
7.7	146.3
7.8	142.5
7.9	147.5
8.0	133.8
8.1	146.5
8.2	148.3
8.3	134.3
8.4	144.5
8.5	146.5
8.6	140.5
8.7	154.0
8.8	183.3
8.9	186.5
9.0	199.0
9.1	210.5
9.2	207.0
9.3	178.8
9.4	178.5
9.5	168.5
9.6	150.3
9.7	166.8
9.8	194.8
9.9	230.3
10.0	264.0
10.1	249.5
10.2	265.3
10.3	255.0
10.4	228.0
10.5	207.8
10.6	192.5
10.7	158.3
10.8	105.0
10.9	103.5
11.0	106.8
11.1	92.5
11.2	96.8
11.3	93.5
11.4	91.3
11.5	95.5
11.6	86.8
11.7	88.3
11.8	91.3
11.9	94.3
12.0	94.0
12.1	86.3
12.2	85.3
12.3	93.0
12.4	95.5
12.5	83.0
12.6	85.0
12.7	84.3
12.8	90.3
12.9	95.0
13.0	84.5
13.1	79.8
13.2	84.3
13.3	80.5
13.4	78.5
13.5	75.3
13.6	86.5
13.7	77.5
13.8	81.5
13.9	84.5
14.0	79.3
14.1	89.5
14.2	74.3
14.3	81.8
14.4	77.0
14.5	88.3
14.6	81.3
14.7	81.3
14.8	74.5
14.9	72.0
15.0	71.3
15.1	71.3
15.2	67.5
15.3	75.0
15.4	75.8
15.5	65.8
15.6	61.5
15.7	64.5
15.8	68.5
15.9	65.8
16.0	79.3
16.1	75.5
16.2	69.3
16.3	75.8
16.4	84.0
16.5	81.3
16.6	76.5
16.7	75.3
16.8	72.5
16.9	83.0
17.0	77.3
17.1	72.0
17.2	58.0
17.3	64.0
17.4	63.3
17.5	53.0
17.6	58.0
17.7	66.3
17.8	64.0
17.9	65.5
18.0	62.3
18.1	55.5
18.2	61.5
18.3	56.3
18.4	61.5
18.5	60.3
18.6	59.3
18.7	59.3
18.8	53.5
18.9	56.8
19.0	51.3
19.1	53.8
19.2	51.5
19.3	54.5
19.4	53.8
19.5	58.3
19.6	55.5
19.7	50.5
19.8	52.8
19.9	50.3
20.0	58.5
20.1	57.8
20.2	58.5
20.3	58.8
20.4	66.0
20.5	66.8
20.6	75.3
20.7	69.0
20.8	60.5
20.9	52.8
21.0	52.8
21.1	54.5
21.2	49.3
21.3	51.8
21.4	44.3
21.5	49.8
21.6	53.8
21.7	39.5
21.8	50.0
21.9	43.3
22.0	45.3
22.1	46.5
22.2	49.5
22.3	43.3
22.4	46.5
22.5	50.0
22.6	48.5
22.7	47.3
22.8	46.5
22.9	42.3
23.0	50.0
23.1	45.5
23.2	47.5
23.3	42.8
23.4	45.3
23.5	47.8
23.6	41.8
23.7	41.0
23.8	44.3
23.9	44.3
24.0	45.8
24.1	44.0
24.2	44.8
24.3	45.5
24.4	40.0
24.5	43.0
24.6	33.0
24.7	42.5
24.8	39.5
24.9	39.3
25.0	38.5
25.1	42.8
25.2	41.8
25.3	43.5
25.4	42.3
25.5	35.3
25.6	43.0
25.7	40.3
25.8	39.8
25.9	36.8
26.0	40.0
26.1	39.8
26.2	38.5
26.3	32.5
26.4	42.5
26.5	31.8
26.6	41.3
26.7	33.0
26.8	35.0
26.9	43.3
27.0	43.8
27.1	38.0
27.2	40.3
27.3	38.8
27.4	39.3
27.5	42.5
27.6	38.8
27.7	38.3
27.8	40.3
27.9	35.5
28.0	34.0
28.1	32.3
28.2	34.3
28.3	42.0
28.4	35.3
28.5	28.0
28.6	31.8
28.7	39.3
28.8	30.0
28.9	31.0
29.0	31.3
29.1	35.5
29.2	37.5
29.3	26.8
29.4	37.0
29.5	36.0
29.6	30.5
29.7	29.8
29.8	29.8
29.9	32.8
30.0	29.3
30.1	34.8
30.2	30.8
30.3	34.0
30.4	33.3
30.5	33.0
30.6	29.0
30.7	35.8
30.8	28.3
30.9	28.0
31.0	29.3
31.1	32.8
31.2	26.3
31.3	32.3
31.4	32.0
31.5	33.0
31.6	32.8
31.7	31.5
31.8	34.0
31.9	24.0
32.0	32.3
32.1	30.8
32.2	31.3
32.3	29.5
32.4	26.0
32.5	27.3
32.6	23.8
32.7	29.8
32.8	29.8
32.9	26.3
33.0	27.8
33.1	27.0
33.2	24.0
33.3	26.8
33.4	25.3
33.5	25.8
33.6	28.5
33.7	29.5
33.8	29.5
33.9	28.8
34.0	28.8
34.1	24.8
34.2	31.5
34.3	23.8
34.4	28.5
34.5	27.8
34.6	24.5
34.7	28.8
34.8	20.3
34.9	25.8
35.0	26.5
